ocr_word,manual_word,distance,address,Unnamed: 4,manuscript_id,the change,Leitfehler
vairiiō,vairiiō,0,"[{'id': 'Y0.3WazGrM2', 'index': 2}]",,5.0,,=
yō,yō,0,"[{'id': 'Y0.3WazGrM2', 'index': 3}]",,5.0,,=
zaōtā,zaōtā,0,"[{'id': 'Y0.3WazGrM2', 'index': 4}]",,5.0,,=
frāmē,frāmē,0,"[{'id': 'Y0.3WazGrM2', 'index': 5}]",,5.0,,=
mrītē,mrūtē,1,"[{'id': 'Y0.3WazGrM2', 'index': 6}]",,5.0,ī for ū,1
yaϑā,yaϑā,0,"[{'id': 'Y0.3WazGrM2', 'index': 7}, {'id': 'Y0.3WazGrM3', 'index': 0}]",,5.0,,=
ahī,ahū,0,"[{'id': 'Y0.3WazGrM3', 'index': 1}]",,5.0,ī for ū,1
vairiiō,vairiiō,0,"[{'id': 'Y0.3WazGrM3', 'index': 2}]",,5.0,,=
yō,yō,0,"[{'id': 'Y0.3WazGrM3', 'index': 3}]",,5.0,,=
zaōtā,zaōtā,0,"[{'id': 'Y0.3WazGrM3', 'index': 4}]",,5.0,,=
frāmē,frāmē,0,"[{'id': 'Y0.3WazGrM3', 'index': 5}]",,5.0,,=
mrītē,mrūtē,1,"[{'id': 'Y0.3WazGrM3', 'index': 6}]",,5.0,ī for ū,1
aϑā,aϑā,0,"[{'id': 'Y0.3WazGrM3', 'index': 7}, {'id': 'Y0.3WazGrF', 'index': 0}]",,5.0,,=
ratuš,ratuš,0,"[{'id': 'Y0.3WazGrF', 'index': 1}]",,5.0,,=
aṣ̌āt̰cīt̰,aṣ̌āt̰cīt̰,0,"[{'id': 'Y0.3WazGrF', 'index': 2}]",,5.0,,=
haca,haca,0,"[{'id': 'Y0.3WazGrF', 'index': 3}]",,5.0,,=
frā,frā,0,"[{'id': 'Y0.3WazGrF', 'index': 4}]",,5.0,,=
aṣ̌auua,aṣ̌auua,0,"[{'id': 'Y0.3WazGrF', 'index': 5}]",,5.0,,=
vīδuuā,vīδuuā̊,1,"[{'id': 'Y0.3WazGrF', 'index': 6}]",,5.0,ā for ā̊,1
mraōtē,mraōtū,1,"[{'id': 'Y0.3WazGrF', 'index': 7}]",,5.0,ē for ū,1
aṣ̌əm,aṣ̌əm,0,"[{'id': 'Y0.3WazGrF', 'index': 8}, {'id': 'Y0.4AV', 'index': 0}]",,5.0,,=
vohū,vohū,0,"[{'id': 'Y0.4AV', 'index': 1}]",,5.0,,=
xšnaōϑra,xšnaōϑra,0,"[{'id': 'Y0.4AV', 'index': 2}, {'id': 'Y0.12a', 'index': 0}]",,5.0,,=
ahurahe,ahurahe,0,"[{'id': 'Y0.12a', 'index': 1}]",,5.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y0.12a', 'index': 2}]",,5.0,,=
tarōidaitē,tarōidīti,3,"[{'id': 'Y0.12a', 'index': 3}]",,5.0,"ai for ī, ē for i",?
aŋrahe,aŋhrahe,1,"[{'id': 'Y0.12a', 'index': 4}]",,5.0,h deleted,?
maińiiə̄uš,maińiiə̄uš,0,"[{'id': 'Y0.12a', 'index': 5}, {'id': 'Y0.12a', 'index': 6}]",,5.0,,=
haiϑiiāvarəštąm,haiϑiiāvarəštąm,0,"[{'id': 'Y0.12a', 'index': 7}, {'id': 'Y0.12a', 'index': 8}]",,5.0,,=
hiiat̰,hiiat̰,0,"[{'id': 'Y0.12a', 'index': 9}]",,5.0,,=
vasnā,vasnā,0,"[{'id': 'Y0.12a', 'index': 10}]",,5.0,,=
frašōtəməm,fərašōtəməm,1,"[{'id': 'Y0.12a', 'index': 11}, {'id': 'Y0.12a', 'index': 12}]",,5.0,ə deleted,?
aṣ̌əm,aṣ̌əm,0,"[{'id': 'Y0.12a', 'index': 13}, {'id': 'Y0.13AV', 'index': 0}]",,5.0,,=
vohū,vohū,0,"[{'id': 'Y0.13AV', 'index': 1}]",,5.0,,=
yaϑā,yaϑā,0,"[{'id': 'Y0.13AV', 'index': 2}, {'id': 'Y0.14YAV', 'index': 0}]",,5.0,,=
ahī,ahū,0,"[{'id': 'Y0.14YAV', 'index': 1}, {'id': 'Y0.14YAV', 'index': 2}]",,5.0,ī for ū,1
vairiiō,vairiiō,0,"[{'id': 'Y0.14YAV', 'index': 3}]",,5.0,,=
ńiuuaēaiiemi,ńiuuaēδaiiemi,1,"[{'id': 'Y0.14YAV', 'index': 4}, {'id': 'Y1.1a', 'index': 0}]",,5.0,δ deleted,?
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.1a', 'index': 1}, {'id': 'Y1.1a', 'index': 2}]",,5.0,,=
daϑušō,daϑušō,0,"[{'id': 'Y1.1a', 'index': 3}]",,5.0,,=
ahurahe,ahurahe,0,"[{'id': 'Y1.1a', 'index': 4}]",,5.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y1.1a', 'index': 5}]",,5.0,,=
raēuuatō,raēuuatō,0,"[{'id': 'Y1.1a', 'index': 6}]",,5.0,,=
xᵛarənaŋᵛhatō,xᵛarənaŋᵛhatō,0,"[{'id': 'Y1.1a', 'index': 7}, {'id': 'Y1.1a', 'index': 8}]",,5.0,,=
mazištahca,mazištaheca,1,"[{'id': 'Y1.1a', 'index': 9}]",,5.0,e deleted,?
mazištaheca,mazištaheca,0,"[{'id': 'Y1.1a', 'index': 10}]",,5.0,,=
mazištahca,mazištaheca,1,"[{'id': 'Y1.1a', 'index': 11}]",,5.0,e deleted,?
mazištaheca,mazištaheca,0,"[{'id': 'Y1.1a', 'index': 12}]",,5.0,,=
vahištaheca,vahištaheca,0,"[{'id': 'Y1.1a', 'index': 13}]",,5.0,,=
sraēštaheca,sraēštaheca,0,"[{'id': 'Y1.1a', 'index': 14}, {'id': 'Y1.1a', 'index': 15}]",,5.0,,=
xraōždištaheca,xraōždištaheca,0,"[{'id': 'Y1.1a', 'index': 16}, {'id': 'Y1.1b', 'index': 0}]",,5.0,,=
xraϑβištaheca,xraϑβištaheca,0,"[{'id': 'Y1.1b', 'index': 1}, {'id': 'Y1.1b', 'index': 2}]",,5.0,,=
hukərəftəmaheca,hukərəptəmaheca,1,"[{'id': 'Y1.1b', 'index': 3}]",,5.0,f for p,r-b
aṣ̌āt̰,aṣ̌āt̰,0,"[{'id': 'Y1.1b', 'index': 4}]",,5.0,,=
apnōtəmaheca,apanōtəmaheca,1,"[{'id': 'Y1.1b', 'index': 5}, {'id': 'Y1.1b', 'index': 6}]",,5.0,a deleted,?
huδā̊manō,huδāmanō,1,"[{'id': 'Y1.1b', 'index': 7}, {'id': 'Y1.1c', 'index': 0}]",,5.0,ā̊ for ā,1
vaōururafnaŋhō,voururafnaŋhō,2,"[{'id': 'Y1.1c', 'index': 1}]",,5.0,aōu for ou,1
yōnō,yōnō,0,"[{'id': 'Y1.1c', 'index': 2}, {'id': 'Y1.1d', 'index': 0}, {'id': 'Y1.1d', 'index': 1}]",,5.0,,=
daδa,daδa,0,"[{'id': 'Y1.1d', 'index': 2}]",,5.0,,=
yō,yō,0,"[{'id': 'Y1.1d', 'index': 3}]",,5.0,,=
tataša,tataša,0,"[{'id': 'Y1.1d', 'index': 4}]",,5.0,,=
yō,yō,0,"[{'id': 'Y1.1d', 'index': 5}]",,5.0,,=
tuϑruiiē,tuϑruiiē,0,"[{'id': 'Y1.1d', 'index': 6}]",,5.0,,=
yō,yō,0,"[{'id': 'Y1.1d', 'index': 7}]",,5.0,,=
maińiiu,maińiiā,1,"[{'id': 'Y1.1d', 'index': 8}]",,5.0,u for ā,1
spəṇtōtəmō,spəṇtōtəmō,0,"[{'id': 'Y1.1d', 'index': 9}]",,5.0,,=
ńiuuaēaiiemi,ńiuuaēδaiiemi,1,"[{'id': 'Y1.1d', 'index': 10}, {'id': 'Y1.2a', 'index': 0}]",,5.0,δ deleted,?
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.2a', 'index': 1}, {'id': 'Y1.2a', 'index': 2}]",,5.0,,=
vaŋhauue,vaŋhauue,0,"[{'id': 'Y1.2a', 'index': 3}]",,5.0,,=
manaŋhe,manaŋhe,0,"[{'id': 'Y1.2a', 'index': 4}]",,5.0,,=
aṣ̌āi,aṣ̌āi,0,"[{'id': 'Y1.2a', 'index': 5}]",,5.0,,=
vahištāi,vahištāi,0,"[{'id': 'Y1.2a', 'index': 6}, {'id': 'Y1.2a', 'index': 7}]",,5.0,,=
xšaϑrāi,xšaϑrāi,0,"[{'id': 'Y1.2a', 'index': 8}]",,5.0,,=
vairiiāi,vairiiāi,0,"[{'id': 'Y1.2a', 'index': 9}]",,5.0,,=
spəṇtaiiāi,spəṇtaiiāi,0,"[{'id': 'Y1.2a', 'index': 10}]",,5.0,,=
ārmaitē,ārmaitē,0,"[{'id': 'Y1.2a', 'index': 11}, {'id': 'Y1.2a', 'index': 12}]",,5.0,,=
hauruuat̰biia,hauruuat̰biia,0,"[{'id': 'Y1.2a', 'index': 13}]",,5.0,,=
amərətat̰biia,amərətat̰biia,0,"[{'id': 'Y1.2a', 'index': 14}]",,5.0,,=
gə̄uš,gə̄uš,0,"[{'id': 'Y1.2a', 'index': 15}, {'id': 'Y1.2b', 'index': 0}]",,5.0,,=
taṣ̌ne,tašne,1,"[{'id': 'Y1.2b', 'index': 1}, {'id': 'Y1.2b', 'index': 2}]",,5.0,ṣ̌ for š,r-b
gə̄uš,gə̄uš,0,"[{'id': 'Y1.2b', 'index': 3}]",,5.0,,=
urune,urune,0,"[{'id': 'Y1.2b', 'index': 4}]",,5.0,,=
ātre,āϑre,1,"[{'id': 'Y1.2b', 'index': 5}]",,5.0,t for ϑ,r-b
ahurahe,ahurahe,0,"[{'id': 'Y1.2b', 'index': 6}]",,5.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y1.2b', 'index': 7}]",,5.0,,=
yaētuštəmāi,yaētuštəmāi,0,"[{'id': 'Y1.2b', 'index': 8}, {'id': 'Y1.2b', 'index': 9}]",,5.0,,=
aməṣ̌anąm,aməṣ̌anąm,0,"[{'id': 'Y1.2b', 'index': 10}]",,5.0,,=
spəṇtanąm,spəṇtanąm,0,"[{'id': 'Y1.2b', 'index': 11}]",,5.0,,=
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.2b', 'index': 12}, {'id': 'Y1.3a', 'index': 0}, {'id': 'Y1.3a', 'index': 1}]",,5.0,,=
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.3a', 'index': 2}]",,5.0,,=
asniiaēibiiō,asńiiaēibiiō,1,"[{'id': 'Y1.3a', 'index': 3}]",,5.0,n for ń,1
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.3a', 'index': 4}]",,5.0,,=
ratubiiō,ratubiiō,0,"[{'id': 'Y1.3a', 'index': 5}]",,5.0,,=
hāuuanə̄e,hāuuanə̄e,0,"[{'id': 'Y1.3a', 'index': 6}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.3a', 'index': 7}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.3a', 'index': 8}, {'id': 'Y1.3a', 'index': 9}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.3a', 'index': 10}]",,5.0,,=
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.3a', 'index': 11}, {'id': 'Y1.3b', 'index': 0}]",,5.0,,=
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.3b', 'index': 1}]",,5.0,,=
sāuuaŋhə̄e,sāuuaŋhə̄e,0,"[{'id': 'Y1.3b', 'index': 2}, {'id': 'Y1.3b', 'index': 3}]",,5.0,,=
vīsiiāica,vīsiiāica,0,"[{'id': 'Y1.3b', 'index': 4}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.3b', 'index': 5}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.3b', 'index': 6}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.3b', 'index': 7}, {'id': 'Y1.3b', 'index': 8}]",,5.0,,=
ńiuuaēδaiiami,ńiuuaēδaiiemi,1,"[{'id': 'Y1.3b', 'index': 9}, {'id': 'Y1.3c', 'index': 0}]",,5.0,a for e,1
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.3c', 'index': 1}]",,5.0,,=
miϑrahe,miϑrahe,0,"[{'id': 'Y1.3c', 'index': 2}, {'id': 'Y1.3c', 'index': 3}]",,5.0,,=
vaōurugaōiiōitōiš,vourugaōiiaōtōiš,2,"[{'id': 'Y1.3c', 'index': 4}]",,5.0,"aōu for ou, ōi for aō",1
hazaŋrōgaōšahe,hazaŋhrōgaōšahe,1,"[{'id': 'Y1.3c', 'index': 5}, {'id': 'Y1.3c', 'index': 6}]",,5.0,h deleted,?
baēuuarəcašmanō,baēuuarəcašmanō,0,"[{'id': 'Y1.3c', 'index': 7}]",,5.0,,=
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y1.3c', 'index': 8}]",,5.0,,=
yazatahe,yazatahe,0,"[{'id': 'Y1.3c', 'index': 9}, {'id': 'Y1.3c', 'index': 10}]",,5.0,,=
rāmanō,rāmanō,0,"[{'id': 'Y1.3c', 'index': 11}]",,5.0,,=
xᵛāstrahe,xᵛāstrahe,0,"[{'id': 'Y1.3c', 'index': 12}]",,5.0,,=
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.3c', 'index': 13}, {'id': 'Y1.4a', 'index': 0}, {'id': 'Y1.4a', 'index': 1}]",,5.0,,=
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.4a', 'index': 2}]",,5.0,,=
rapiϑβinəāi,rapiϑβināi,1,"[{'id': 'Y1.4a', 'index': 3}]",,5.0,ə inserted,?
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.4a', 'index': 4}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.4a', 'index': 5}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.4a', 'index': 6}]",,5.0,,=
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.4a', 'index': 7}, {'id': 'Y1.4b', 'index': 0}]",,5.0,,=
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.4b', 'index': 1}, {'id': 'Y1.4b', 'index': 2}]",,5.0,,=
frādat̰fšuue,frādat̰fšauue,1,"[{'id': 'Y1.4b', 'index': 3}]",,5.0,auu(V) for uuV,1
zaṇtumāica,zaṇtumasca,2,"[{'id': 'Y1.4b', 'index': 4}]",,5.0,āi for as,?
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.4b', 'index': 5}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.4b', 'index': 6}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.4b', 'index': 7}]",,5.0,,=
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.4b', 'index': 8}, {'id': 'Y1.4c', 'index': 0}]",,5.0,,=
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.4c', 'index': 1}, {'id': 'Y1.4c', 'index': 2}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.4c', 'index': 3}]",,5.0,,=
vahištahe,vahištahe,0,"[{'id': 'Y1.4c', 'index': 4}]",,5.0,,=
ātrasca,āϑrasca,1,"[{'id': 'Y1.4c', 'index': 5}]",,5.0,t for ϑ,r-b
ahurahe,ahurahe,0,"[{'id': 'Y1.4c', 'index': 6}]",,5.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y1.4c', 'index': 7}]",,5.0,,=
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.4c', 'index': 8}, {'id': 'Y1.5a', 'index': 0}]",,5.0,,=
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.5a', 'index': 1}, {'id': 'Y1.5a', 'index': 2}]",,5.0,,=
uziieirənāi,uzaiieirināi,2,"[{'id': 'Y1.5a', 'index': 3}]",,5.0,"aii for ii, ə for i",1
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.5a', 'index': 4}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.5a', 'index': 5}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.5a', 'index': 6}, {'id': 'Y1.5a', 'index': 7}]",,5.0,,=
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,"[{'id': 'Y1.5a', 'index': 8}, {'id': 'Y1.5b', 'index': 0}]",,5.0,,=
haṇkāraiiemi,haṇkāraiiemi,0,"[{'id': 'Y1.5b', 'index': 1}]",,5.0,,=
frādat̰vīrāi,frādat̰vīrāi,0,"[{'id': 'Y1.5b', 'index': 2}, {'id': 'Y1.5b', 'index': 3}]",,5.0,,=
dax́iiumāica,dax́iiumāica,0,"[{'id': 'Y1.5b', 'index': 4}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.5b', 'index': 5}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.5b', 'index': 6}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.5b', 'index': 7}]",,5.0,,=
bərəzatō,bərəzatō,0,"[{'id': 'Y1.5b', 'index': 8}, {'id': 'Y1.5c', 'index': 0}]",,5.0,,=
ahurahe,ahurahe,0,"[{'id': 'Y1.5c', 'index': 1}]",,5.0,,=
nafəδrō,nafəδrō,0,"[{'id': 'Y1.5c', 'index': 2}]",,5.0,,=
apąm,apąm,0,"[{'id': 'Y1.5c', 'index': 3}, {'id': 'Y1.5c', 'index': 4}]",,5.0,,=
apasca,apasca,0,"[{'id': 'Y1.5c', 'index': 5}]",,5.0,,=
mazdaδātaiiā̊,mazdaδātaiiā̊,0,"[{'id': 'Y1.5c', 'index': 6}]",,5.0,,=
aiβisrīϑrə̄māi,aiβisrūϑrimāi,3,"[{'id': 'Y1.6a', 'index': 0}]",,5.0,"ī for ū, ə for i",1
aibīgaiiāi,aibigaiiāi,1,"[{'id': 'Y1.6a', 'index': 1}]",,5.0,ī for i,1
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.6a', 'index': 2}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.6a', 'index': 3}, {'id': 'Y1.6a', 'index': 4}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.6a', 'index': 5}]",,5.0,,=
frādat̰vīspąmhujiiātə̄e,frādat̰vīspąmhujiiātə̄e,0,"[{'id': 'Y1.6a', 'index': 6}, {'id': 'Y1.6b', 'index': 0}, {'id': 'Y1.6b', 'index': 1}]",,5.0,,=
zaraϑuštrōtəmāica,zaraϑuštrōtəmāica,0,"[{'id': 'Y1.6b', 'index': 2}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.6b', 'index': 3}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.6b', 'index': 4}, {'id': 'Y1.6b', 'index': 5}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.6b', 'index': 6}]",,5.0,,=
aṣ̌āunąm,aṣ̌āunąm,0,"[{'id': 'Y1.6b', 'index': 7}, {'id': 'Y1.6c', 'index': 0}]",,5.0,,=
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y1.6c', 'index': 1}, {'id': 'Y1.6c', 'index': 2}]",,5.0,"š for ṣ̌, a for i",2
γə̄nąnąmca,γə̄nąnąmca,0,"[{'id': 'Y1.6c', 'index': 3}]",,5.0,,=
vīrōvąϑβanąm,vīrōvąϑβanąm,0,"[{'id': 'Y1.6c', 'index': 4}]",,5.0,,=
yāiriiaiiā̊sca,yāiriiaiiā̊sca,0,"[{'id': 'Y1.6c', 'index': 5}, {'id': 'Y1.6c', 'index': 6}]",,5.0,,=
hušitōiš,hušitōiš,0,"[{'id': 'Y1.6c', 'index': 7}]",,5.0,,=
amaheca,amaheca,0,"[{'id': 'Y1.6c', 'index': 8}]",,5.0,,=
hušitōiš,hušitōiš,0,"[{'id': 'Y1.6c', 'index': 9}, {'id': 'Y1.6c', 'index': 10}]",,5.0,,=
amaheca,amaheca,0,"[{'id': 'Y1.6c', 'index': 11}]",,5.0,,=
hutāštahe,hutāštahe,0,"[{'id': 'Y1.6c', 'index': 12}]",,5.0,,=
huraōδahe,huraōδahe,0,"[{'id': 'Y1.6c', 'index': 13}, {'id': 'Y1.6c', 'index': 14}]",,5.0,,=
vərəϑraγnaheca,vərəϑraγnaheca,0,"[{'id': 'Y1.6c', 'index': 15}]",,5.0,,=
ahuraδātahe,ahuraδātahe,0,"[{'id': 'Y1.6c', 'index': 16}]",,5.0,,=
vanaiṇtiiā̊sca,vanaiṇtiiā̊sca,0,"[{'id': 'Y1.6c', 'index': 17}, {'id': 'Y1.6c', 'index': 18}]",,5.0,,=
uparatātō,uparatātō,0,"[{'id': 'Y1.6c', 'index': 19}]",,5.0,,=
ušahināi,ušahināi,0,"[{'id': 'Y1.6c', 'index': 20}, {'id': 'Y1.7a', 'index': 0}, {'id': 'Y1.7a', 'index': 1}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.7a', 'index': 2}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.7a', 'index': 3}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.7a', 'index': 4}]",,5.0,,=
bərəjiiāi,bərəjiiāi,0,"[{'id': 'Y1.7a', 'index': 5}, {'id': 'Y1.7b', 'index': 0}]",,5.0,,=
nmāńiiāica,nmāńiiāica,0,"[{'id': 'Y1.7b', 'index': 1}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.7b', 'index': 2}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.7b', 'index': 3}, {'id': 'Y1.7b', 'index': 4}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.7b', 'index': 5}]",,5.0,,=
sraōšahe,sraōšahe,0,"[{'id': 'Y1.7b', 'index': 6}, {'id': 'Y1.7c', 'index': 0}]",,5.0,,=
aṣ̌iiehe,aṣ̌iiehe,0,"[{'id': 'Y1.7c', 'index': 1}]",,5.0,,=
aṣ̌iuuatō,aṣ̌iuuatō,0,"[{'id': 'Y1.7c', 'index': 2}]",,5.0,,=
vərəϑrājanō,vərəϑrājanō,0,"[{'id': 'Y1.7c', 'index': 3}]",,5.0,,=
frādat̰gaēϑahe,frādat̰gaēϑahe,0,"[{'id': 'Y1.7c', 'index': 4}, {'id': 'Y1.7c', 'index': 5}]",,5.0,,=
rašnōiš,rašnaōš,2,"[{'id': 'Y1.7c', 'index': 6}]",,5.0,ōi for aō,1
razištahe,razištahe,0,"[{'id': 'Y1.7c', 'index': 7}]",,5.0,,=
arəštātasca,arštātasca,1,"[{'id': 'Y1.7c', 'index': 8}, {'id': 'Y1.7c', 'index': 9}]",,5.0,ə inserted,?
frādat̰gaēϑaiiā̊,frādat̰gaēϑaiiā̊,0,"[{'id': 'Y1.7c', 'index': 10}]",,5.0,,=
varədat̰gaēϑaiiā̊,varədat̰gaēϑaiiā̊,0,"[{'id': 'Y1.7c', 'index': 11}, {'id': 'Y1.7c', 'index': 12}]",,5.0,,=
māhiiaēibiiō,māhiiaēibiiō,0,"[{'id': 'Y1.7c', 'index': 13}, {'id': 'Y1.8a', 'index': 0}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.8a', 'index': 1}, {'id': 'Y1.8a', 'index': 2}]",,5.0,,=
ratubiiō,ratubiiō,0,"[{'id': 'Y1.8a', 'index': 3}]",,5.0,,=
aṇtarəmā̊ŋhāi,aṇtarəmā̊ŋhāi,0,"[{'id': 'Y1.8a', 'index': 4}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.8a', 'index': 5}, {'id': 'Y1.8a', 'index': 6}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.8a', 'index': 7}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.8a', 'index': 8}]",,5.0,,=
pərənōmā̊ŋhāi,pərənōmā̊ŋhāi,0,"[{'id': 'Y1.8a', 'index': 9}, {'id': 'Y1.8b', 'index': 0}, {'id': 'Y1.8b', 'index': 1}]",,5.0,,=
vīšaptaϑāica,vīšaptaϑāica,0,"[{'id': 'Y1.8b', 'index': 2}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.8b', 'index': 3}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.8b', 'index': 4}, {'id': 'Y1.8b', 'index': 5}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.8b', 'index': 6}]",,5.0,,=
yāiriiaēibiiō,yāiriiaēibiiō,0,"[{'id': 'Y1.8b', 'index': 7}, {'id': 'Y1.9a', 'index': 0}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9a', 'index': 1}, {'id': 'Y1.9a', 'index': 2}]",,5.0,,=
ratubiiō,ratubiiō,0,"[{'id': 'Y1.9a', 'index': 3}]",,5.0,,=
maiδiiōizarəmaiiāi,maiδiiōizarəmaiiāi,0,"[{'id': 'Y1.9a', 'index': 4}]",,5.0,,=
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9a', 'index': 5}, {'id': 'Y1.9a', 'index': 6}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9a', 'index': 7}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.9a', 'index': 8}]",,5.0,,=
maiδiiaōišmāi,maiδiiōišəmāi,1,"[{'id': 'Y1.9a', 'index': 9}, {'id': 'Y1.9b', 'index': 0}]",,5.0,"aōi for ōi, ə deleted",?
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9b', 'index': 2}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9b', 'index': 3}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.9b', 'index': 4}]",,5.0,,=
paitišahiiāi,paitišhahiiāi,1,"[{'id': 'Y1.9b', 'index': 5}, {'id': 'Y1.9c', 'index': 0}]",,5.0,h deleted,?
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9c', 'index': 1}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9c', 'index': 2}]",,5.0,,=
raϑβe,raϑβe,0,"[{'id': 'Y1.9c', 'index': 3}]",,5.0,,=
aiiāϑrəmāi,aiiāϑrimāi,1,"[{'id': 'Y1.9c', 'index': 4}, {'id': 'Y1.9d', 'index': 0}]",,5.0,ə for i,1
fraōuruuaēštrəmāi,fraōuruuaēštrimāi,1,"[{'id': 'Y1.9d', 'index': 1}, {'id': 'Y1.9d', 'index': 2}]",,5.0,ə for i,1
varəšneharəštaheca,varšniharštāica,2,"[{'id': 'Y1.9d', 'index': 3}]",,5.0,"ə inserted, e for i, ə inserted, ahe for āi",?
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y1.9d', 'index': 5}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y1.9d', 'index': 6}]",,5.0,,=
