generated,reference,distance,changes,features_comment,features_documented,address
tašne,tašne,0,,,,"[{'id': 'Y1.2b', 'index': 1}]"
gə̄uš,gə̄uš,0,,,,"[{'id': 'Y1.2b', 'index': 2}]"
urune,urune,0,,,,"[{'id': 'Y1.2b', 'index': 3}]"
āϑre,āϑre,0,,,,"[{'id': 'Y1.2b', 'index': 4}, {'id': 'Y1.2b', 'index': 5}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y1.2b', 'index': 6}]"
mazdā,mazdā,0,,,,"[{'id': 'Y1.2b', 'index': 7}]"
yaētštəmāi,yaētuštəmāi,1,u deleted,,False,"[{'id': 'Y1.2b', 'index': 8}, {'id': 'Y1.2b', 'index': 9}]"
aməṣ̌anąm,aməṣ̌anąm,0,,,,"[{'id': 'Y1.2b', 'index': 10}]"
spəṇtnąm,spəṇtanąm,1,a deleted,,False,"[{'id': 'Y1.2b', 'index': 11}]"
spəṇtanąm,spəṇtanąm,0,,,,"[{'id': 'Y1.2b', 'index': 12}]"
spəṇtnąm,spəṇtanąm,1,a deleted,,False,"[{'id': 'Y1.2b', 'index': 13}]"
spəṇtanąm,spəṇtanąm,0,,,,"[{'id': 'Y1.2b', 'index': 14}]"
asniiaēibiiō,asńiiaēibiiō,1,n to ń,,False,"[{'id': 'Y1.2b', 'index': 15}, {'id': 'Y1.3a', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.3a', 'index': 1}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y1.3a', 'index': 2}, {'id': 'Y1.3a', 'index': 3}]"
hāuuanə̄e,hāuuanə̄e,0,,,,"[{'id': 'Y1.3a', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.3a', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.3a', 'index': 6}, {'id': 'Y1.3a', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.3a', 'index': 8}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0,,,,"[{'id': 'Y1.3a', 'index': 9}, {'id': 'Y1.3b', 'index': 0}]"
vīsiiāica,vīsiiāica,0,,,,"[{'id': 'Y1.3b', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.3b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.3b', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.3b', 'index': 4}]"
miϑrahe,miϑrahe,0,,,,"[{'id': 'Y1.3b', 'index': 5}, {'id': 'Y1.3c', 'index': 0}]"
vōurugaōiiaōtōiš,vourugaōiiaōtōiš,1,"ō to ou, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y1.3c', 'index': 1}, {'id': 'Y1.3c', 'index': 2}]"
hazaŋrōgaōṣ̌ahe,hazaŋhrōgaōšahe,2,"h deleted, ṣ̌ to š",,False,"[{'id': 'Y1.3c', 'index': 3}]"
baēuuarəcašmanō,baēuuarəcašmanō,0,,,,"[{'id': 'Y1.3c', 'index': 4}]"
aōxtōnāmanō,aōxtōnāmanō,0,,,,"[{'id': 'Y1.3c', 'index': 5}]"
yazatahe,yazatahe,0,,,,"[{'id': 'Y1.3c', 'index': 6}]"
rāmanō,rāmanō,0,,,,"[{'id': 'Y1.3c', 'index': 7}]"
xᵛāstrahe,xᵛāstrahe,0,,,,"[{'id': 'Y1.3c', 'index': 8}]"
rapiϑβənāi,rapiϑβināi,1,ə to i,,False,"[{'id': 'Y1.3c', 'index': 9}, {'id': 'Y1.4a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.4a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.4a', 'index': 2}, {'id': 'Y1.4a', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.4a', 'index': 4}]"
frādat̰fšauue,frādat̰fšauue,0,,,,"[{'id': 'Y1.4a', 'index': 5}, {'id': 'Y1.4b', 'index': 0}]"
zaṇtāmuica,zaṇtumāica,2,"ā to u, u to āi, i inserted",,False,"[{'id': 'Y1.4b', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.4b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.4b', 'index': 3}, {'id': 'Y1.4b', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.4b', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.4b', 'index': 6}, {'id': 'Y1.4c', 'index': 0}]"
vahištahe,vahištahe,0,,,,"[{'id': 'Y1.4c', 'index': 1}, {'id': 'Y1.4c', 'index': 2}]"
āϑrasca,āϑrasca,0,,,,"[{'id': 'Y1.4c', 'index': 3}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y1.4c', 'index': 4}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y1.4c', 'index': 5}]"
uzaiieirināi,uzaiieirināi,0,,,,"[{'id': 'Y1.5a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.5a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.5a', 'index': 2}, {'id': 'Y1.5a', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.5a', 'index': 4}]"
frādat̰vīrāi,frādat̰vīrāi,0,,,,"[{'id': 'Y1.5a', 'index': 5}, {'id': 'Y1.5b', 'index': 0}, {'id': 'Y1.5b', 'index': 1}]"
dax́iiumāica,dax́iiumāica,0,,,,"[{'id': 'Y1.5b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.5b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.5b', 'index': 4}, {'id': 'Y1.5b', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.5b', 'index': 6}]"
bərəzatō,bərəzatō,0,,,,"[{'id': 'Y1.5b', 'index': 7}, {'id': 'Y1.5c', 'index': 0}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y1.5c', 'index': 1}, {'id': 'Y1.5c', 'index': 2}]"
nafəδrō,nafəδrō,0,,,,"[{'id': 'Y1.5c', 'index': 3}]"
apąm,apąm,0,,,,"[{'id': 'Y1.5c', 'index': 4}]"
apasca,apasca,0,,,,"[{'id': 'Y1.5c', 'index': 5}]"
mazdaδātaiiā̊,mazdaδātaiiā̊,0,,,,"[{'id': 'Y1.5c', 'index': 6}]"
aiβisrīϑrəmāi,aiβisrūϑrimāi,2,"ī to ū, ə to i",,False,"[{'id': 'Y1.6a', 'index': 0}, {'id': 'Y1.6a', 'index': 1}]"
abigaiiāi,aibigaiiāi,1,a to ai,,False,"[{'id': 'Y1.6a', 'index': 2}]"
aibigaiiāi,aibigaiiāi,0,,,,"[{'id': 'Y1.6a', 'index': 3}]"
abigaiiāi,aibigaiiāi,1,a to ai,,False,"[{'id': 'Y1.6a', 'index': 4}]"
aibigaiiāi,aibigaiiāi,0,,,,"[{'id': 'Y1.6a', 'index': 5}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.6a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.6a', 'index': 7}, {'id': 'Y1.6a', 'index': 8}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.6a', 'index': 9}]"
frādat̰vīspąmhujiiātə̄e,frādat̰vīspąmhujiiātə̄e,0,,,,"[{'id': 'Y1.6a', 'index': 10}, {'id': 'Y1.6b', 'index': 0}, {'id': 'Y1.6b', 'index': 1}]"
zaraϑuštrōtəmāica,zaraϑuštrōtəmāica,0,,,,"[{'id': 'Y1.6b', 'index': 2}, {'id': 'Y1.6b', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.6b', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.6b', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.6b', 'index': 6}, {'id': 'Y1.6b', 'index': 7}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,,,,"[{'id': 'Y1.6b', 'index': 8}, {'id': 'Y1.6c', 'index': 0}]"
frauuašanąm,frauuaṣ̌inąm,2,"š to ṣ̌, a to i",,False,"[{'id': 'Y1.6c', 'index': 1}, {'id': 'Y1.6c', 'index': 2}]"
γə̄nąnąmca,γə̄nąnąmca,0,,,,"[{'id': 'Y1.6c', 'index': 3}]"
vīrōvąϑβanąm,vīrōvąϑβanąm,0,,,,"[{'id': 'Y1.6c', 'index': 4}]"
vīrōvąϑβanąm,vīrōvąϑβanąm,0,,,,"[{'id': 'Y1.6c', 'index': 6}, {'id': 'Y1.6c', 'index': 7}]"
vīrōvąϑβanąm,vīrōvąϑβanąm,0,,,,"[{'id': 'Y1.6c', 'index': 9}]"
yāiriiaiiusca,yāiriiaiiā̊sca,2,u to ā̊,,False,"[{'id': 'Y1.6c', 'index': 10}]"
hušitōiš,hušitōiš,0,,,,"[{'id': 'Y1.6c', 'index': 11}, {'id': 'Y1.6c', 'index': 12}]"
amaheca,amaheca,0,,,,"[{'id': 'Y1.6c', 'index': 13}]"
hutāštahe,hutāštahe,0,,,,"[{'id': 'Y1.6c', 'index': 14}, {'id': 'Y1.6c', 'index': 15}]"
hurōδahe,huraōδahe,1,ō to aō,,False,"[{'id': 'Y1.6c', 'index': 16}]"
vərəϑraγnaheca,vərəϑraγnaheca,0,,,,"[{'id': 'Y1.6c', 'index': 17}]"
ahuraδātahe,ahuraδātahe,0,,,,"[{'id': 'Y1.6c', 'index': 18}, {'id': 'Y1.6c', 'index': 19}]"
vanaṇtaiiascauparatātō,vanaiṇtiiā̊scauparatātō,2,"a to ai, ai to ii, i to ā̊, a inserted",,False,"[{'id': 'Y1.6c', 'index': 20}]"
ušahināi,ušahināi,0,,,,"[{'id': 'Y1.6c', 'index': 21}, {'id': 'Y1.7a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.7a', 'index': 1}, {'id': 'Y1.7a', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.7a', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.7a', 'index': 4}]"
brəjiiāi,bərəjiiāi,1,ə deleted,"Vowel syncope: loss of short ə, especially before semivowels.",True,"[{'id': 'Y1.7a', 'index': 5}, {'id': 'Y1.7b', 'index': 0}, {'id': 'Y1.7b', 'index': 1}]"
nmāńiiāica,nmāńiiāica,0,,,,"[{'id': 'Y1.7b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.7b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.7b', 'index': 4}, {'id': 'Y1.7b', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.7b', 'index': 6}]"
sraōṣ̌ahe,sraōšahe,1,ṣ̌ to š,,False,"[{'id': 'Y1.7b', 'index': 7}, {'id': 'Y1.7c', 'index': 0}]"
aṣ̌iiehe,aṣ̌iiehe,0,,,,"[{'id': 'Y1.7c', 'index': 1}, {'id': 'Y1.7c', 'index': 2}]"
aṣ̌iuuatō,aṣ̌iuuatō,0,,,,"[{'id': 'Y1.7c', 'index': 3}]"
vərəϑrājanōfrādat̰gaēϑahe,vərəϑrājanōfrādat̰gaēϑahe,0,,,,"[{'id': 'Y1.7c', 'index': 4}]"
rašnaōiš,rašnaōš,1,i inserted,,False,"[{'id': 'Y1.7c', 'index': 5}]"
razištahe,razištahe,0,,,,"[{'id': 'Y1.7c', 'index': 6}, {'id': 'Y1.7c', 'index': 7}]"
arəštātasca,arštātasca,1,ə inserted,,False,"[{'id': 'Y1.7c', 'index': 8}]"
frādat̰gaēϑaiiā̊,frādat̰gaēϑaiiā̊,0,,,,"[{'id': 'Y1.7c', 'index': 9}, {'id': 'Y1.7c', 'index': 10}]"
vərədat̰gaēϑaiiā̊,varədat̰gaēϑaiiā̊,1,ə to a,,False,"[{'id': 'Y1.7c', 'index': 11}, {'id': 'Y1.7c', 'index': 12}]"
māhiiaēibiiō,māhiiaēibiiō,0,,,,"[{'id': 'Y1.7c', 'index': 13}, {'id': 'Y1.8a', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.8a', 'index': 1}, {'id': 'Y1.8a', 'index': 2}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y1.8a', 'index': 3}]"
aṇtarəmā̊ŋhā̊i,aṇtarəmā̊ŋhāi,3,"ā̊ to āi, i inserted",,False,"[{'id': 'Y1.8a', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.8a', 'index': 5}, {'id': 'Y1.8a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.8a', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.8a', 'index': 8}]"
pərənōmā̊ŋhāi,pərənōmā̊ŋhāi,0,,,,"[{'id': 'Y1.8a', 'index': 9}, {'id': 'Y1.8b', 'index': 0}]"
vīšaptaϑāicaaṣ̌aōne,vīšaptaϑāicaaṣ̌aōne,0,,,,"[{'id': 'Y1.8b', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.8b', 'index': 2}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.8b', 'index': 3}]"
yāiriiaēibiiō,yāiriiaēibiiō,0,,,,"[{'id': 'Y1.8b', 'index': 4}, {'id': 'Y1.9a', 'index': 0}, {'id': 'Y1.9a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.9a', 'index': 2}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y1.9a', 'index': 3}]"
maiδiiōizaramiiāi,maiδiiōizarəmaiiāi,2,"a to ə, ii to ai, i deleted",,False,"[{'id': 'Y1.9a', 'index': 5}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.9a', 'index': 6}]"
aṣ̌aheraϑβe,aṣ̌aheraϑβe,0,,,,"[{'id': 'Y1.9a', 'index': 7}]"
maiδiiōišəmāi,maiδiiōišəmāi,0,,,,"[{'id': 'Y1.9a', 'index': 8}, {'id': 'Y1.9b', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.9b', 'index': 1}, {'id': 'Y1.9b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.9b', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.9b', 'index': 4}]"
paitišahiiāi,paitišhahiiāi,1,h deleted,,False,"[{'id': 'Y1.9c', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.9c', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.9c', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.9c', 'index': 4}, {'id': 'Y1.9c', 'index': 5}]"
aiiāϑrəmāi,aiiāϑrimāi,1,ə to i,,False,"[{'id': 'Y1.9c', 'index': 6}, {'id': 'Y1.9d', 'index': 0}]"
fraōuruuaēštrəmāi,fraōuruuaēštrimāi,1,ə to i,,False,"[{'id': 'Y1.9d', 'index': 1}, {'id': 'Y1.9d', 'index': 2}]"
varəšniharəštāica,varšniharštāica,2,"ə inserted, ə inserted",,False,"[{'id': 'Y1.9d', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.9d', 'index': 4}, {'id': 'Y1.9d', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.9d', 'index': 6}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.9d', 'index': 7}]"
maiδiiāiriiāi,maiδiiāiriiāi,0,,,,"[{'id': 'Y1.9d', 'index': 8}, {'id': 'Y1.9e', 'index': 0}, {'id': 'Y1.9e', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.9e', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.9e', 'index': 3}, {'id': 'Y1.9e', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y1.9e', 'index': 5}]"
hamaspaϑmaēidiiāi,hamaspaϑmaēdaiiāi,2,"i inserted, ii to ai, i deleted",,False,"[{'id': 'Y1.9f', 'index': 0}, {'id': 'Y1.9f', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y1.9f', 'index': 2}]"
aṣ̌aheraϑβe,aṣ̌aheraϑβe,0,,,,"[{'id': 'Y1.9f', 'index': 3}]"
sarəδaēbiiō,sarəδaēibiiō,1,i deleted,,False,"[{'id': 'Y1.9f', 'index': 4}, {'id': 'Y1.9g', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.9g', 'index': 1}, {'id': 'Y1.9g', 'index': 2}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y1.9g', 'index': 3}]"
haṇāraiiemi,haṇkāraiiemi,2,k deleted,,False,"[{'id': 'Y1.10a', 'index': 1}, {'id': 'Y1.10a', 'index': 2}]"
vīspaēibii,vīspaēibiiō,1,ō deleted,,False,"[{'id': 'Y1.10a', 'index': 3}]"
aēibiiō,aēibiiō,0,,,,"[{'id': 'Y1.10a', 'index': 4}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y1.10a', 'index': 5}]"
yōi,yōi,0,,,,"[{'id': 'Y1.10a', 'index': 6}]"
haṇti,həṇti,1,a to ə,,False,"[{'id': 'Y1.10a', 'index': 7}]"
aṣ̌ahratauuō,aṣ̌aratauuō,1,h inserted,,False,"[{'id': 'Y1.10a', 'index': 8}, {'id': 'Y1.10a', 'index': 9}]"
ϑraiiasca,ϑraiiasca,0,,,,"[{'id': 'Y1.10a', 'index': 10}]"
ϑrisąsca,ϑrisąsca,0,,,,"[{'id': 'Y1.10a', 'index': 11}]"
nazdita,nazdišta,1,š deleted,,False,"[{'id': 'Y1.10a', 'index': 12}, {'id': 'Y1.10a', 'index': 13}]"
pairəšhāuuanaiiō,pairišhāuuanaiiō,1,ə to i,,False,"[{'id': 'Y1.10a', 'index': 14}]"
yōi,yōi,0,,,,"[{'id': 'Y1.10a', 'index': 15}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y1.10a', 'index': 18}]"
yat̰,yat̰,0,,,,"[{'id': 'Y1.10a', 'index': 19}]"
vahištahe,vahištahe,0,,,,"[{'id': 'Y1.10a', 'index': 20}]"
mazdōrasāsta,mazdōfrasāsta,1,f deleted,,False,"[{'id': 'Y1.10a', 'index': 21}, {'id': 'Y1.10a', 'index': 22}]"
zaraϑuštrōfraōxta,zaraϑuštrōfraōxta,0,,,,"[{'id': 'Y1.10a', 'index': 23}]"
ńiuuaēaiiemi,ńiuuaēδaiiemi,1,δ deleted,,False,"[{'id': 'Y1.11a', 'index': 0}, {'id': 'Y1.11a', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,0,,,,"[{'id': 'Y1.11a', 'index': 2}]"
ahuraēibiia,ahuraēibiia,0,,,,"[{'id': 'Y1.11a', 'index': 3}]"
miϑraēibiia,miϑraēibiia,0,,,,"[{'id': 'Y1.11a', 'index': 4}]"
bərəzaiṇbiia,bərəzaṇbiia,1,ai to a,,False,"[{'id': 'Y1.11a', 'index': 5}]"
aiϑiiejaŋhaēiia,aiϑiiejaŋhaēibiia,2,"i deleted, b deleted",[UNSUPPORTED] Not documented.,True,"[{'id': 'Y1.11a', 'index': 6}, {'id': 'Y1.11a', 'index': 7}]"
aṣ̌auuanaēibiia,aṣ̌auuanaēibiia,0,,,,"[{'id': 'Y1.11a', 'index': 8}]"
stārąmca,stārąmca,0,,,,"[{'id': 'Y1.11a', 'index': 9}]"
spəṇōmaińiiauuanąm,spəṇtōmaińiiauuanąm,2,t deleted,,False,"[{'id': 'Y1.11a', 'index': 10}, {'id': 'Y1.11a', 'index': 11}]"
dāmanąm,dāmanąm,0,,,,"[{'id': 'Y1.11a', 'index': 12}]"
tištriiheca,tištriieheca,1,e deleted,,False,"[{'id': 'Y1.11a', 'index': 13}, {'id': 'Y1.11a', 'index': 14}]"
stārō,stārō,0,,,,"[{'id': 'Y1.11a', 'index': 15}]"
raēuuatō,raēuuatō,0,,,,"[{'id': 'Y1.11a', 'index': 16}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,ŋ to ŋᵛ,,False,"[{'id': 'Y1.11a', 'index': 17}, {'id': 'Y1.11a', 'index': 18}]"
mā̊ŋhaheca,mā̊ŋhaheca,0,,,,"[{'id': 'Y1.11a', 'index': 19}]"
gaōciϑrahe,gaōciϑrahe,0,,,,"[{'id': 'Y1.11a', 'index': 20}]"
huuarəca,huuarəca,0,,,,"[{'id': 'Y1.11a', 'index': 21}, {'id': 'Y1.11a', 'index': 22}]"
xšaētahe,xšaētahe,0,,,,"[{'id': 'Y1.11a', 'index': 23}]"
auruuat̰aspahe,auruuat̰aspahe,0,,,,"[{'id': 'Y1.11a', 'index': 24}]"
dōirahe,dōiϑrahe,1,ϑ deleted,,False,"[{'id': 'Y1.11a', 'index': 25}, {'id': 'Y1.11a', 'index': 26}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y1.11a', 'index': 27}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y1.11a', 'index': 28}]"
miϑrahe,miϑrahe,0,,,,"[{'id': 'Y1.11a', 'index': 29}]"
ax́iiunąm,dax́iiunąm,1,d deleted,,False,"[{'id': 'Y1.11a', 'index': 30}]"
daiŋ́hupatōiš,daiŋ́hupatōiš,0,,,,"[{'id': 'Y1.11a', 'index': 31}]"
ńiuuaēiiemi,ńiuuaēδaiiemi,2,"ii to δ, ai deleted, i deleted",,False,"[{'id': 'Y1.12a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,,,,"[{'id': 'Y1.12a', 'index': 1}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,,,,"[{'id': 'Y1.12a', 'index': 2}, {'id': 'Y1.13a', 'index': 0}]"
haṇkāiiemi,haṇkāraiiemi,3,"āi to ā, r deleted, ai deleted",,False,"[{'id': 'Y1.13a', 'index': 1}]"
haṇkāraiiemi,haṇkāraiiemi,2,,,,"[{'id': 'Y1.13a', 'index': 2}]"
haṇkāiiemi,haṇkāraiiemi,3,"āi to ā, r deleted, ai deleted",,False,"[{'id': 'Y1.13a', 'index': 3}]"
haṇkāraiiemi,haṇkāraiiemi,2,,,,"[{'id': 'Y1.13a', 'index': 4}]"
tauu,tauuā,1,ā deleted,,False,"[{'id': 'Y1.13a', 'index': 5}]"
āϑrō,āϑrō,0,,,,"[{'id': 'Y1.13a', 'index': 6}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y1.13a', 'index': 7}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y1.13a', 'index': 8}]"
puϑra,puϑra,0,,,,"[{'id': 'Y1.13a', 'index': 9}]"
mat̰,mat̰,0,,,,"[{'id': 'Y1.13a', 'index': 10}]"
vīspaēibiiō,vīspaēibiiō,0,,,,"[{'id': 'Y1.13a', 'index': 11}, {'id': 'Y1.13a', 'index': 12}]"
ātərəbiiō,ātərəbiiō,0,,,,"[{'id': 'Y1.13a', 'index': 13}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,,,,"[{'id': 'Y1.13a', 'index': 14}, {'id': 'Y1.13b', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,,,,"[{'id': 'Y1.13b', 'index': 2}]"
aiβiiō,aiβiiō,0,,,,"[{'id': 'Y1.13b', 'index': 3}]"
vaŋhībiiō,vaŋᵛhībiiō,1,ŋ to ŋᵛ,,False,"[{'id': 'Y1.13b', 'index': 4}]"
vspanąmca,vīspanąmca,1,ī deleted,,False,"[{'id': 'Y1.13b', 'index': 5}]"
apąm,apąm,0,,,,"[{'id': 'Y1.13b', 'index': 6}]"
mazdaδātanąmvīspanąmca,mazdaδātanąmvīspanąmca,0,,,,"[{'id': 'Y1.13b', 'index': 7}]"
uruuaranąm,uruuaranąm,0,,,,"[{'id': 'Y1.13b', 'index': 8}]"
mazdaδātanąm,mazdaδātanąm,0,,,,"[{'id': 'Y1.13b', 'index': 9}, {'id': 'Y1.13b', 'index': 10}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,,,,"[{'id': 'Y1.13b', 'index': 11}, {'id': 'Y1.14a', 'index': 0}]"
mąϑrahe,mąϑrahe,0,,,,"[{'id': 'Y1.14a', 'index': 1}]"
spəṇtahe,spəṇtahe,0,,,,"[{'id': 'Y1.14a', 'index': 2}]"
aṣ̌aōnō,aṣ̌aōnō,0,,,,"[{'id': 'Y1.14a', 'index': 3}]"
varəziiaŋhahe,vərəziiaŋᵛhahe,2,"a to ə, ŋ to ŋᵛ",,False,"[{'id': 'Y1.14a', 'index': 4}, {'id': 'Y1.14a', 'index': 5}]"
dātahe,dātahe,0,,,,"[{'id': 'Y1.14a', 'index': 6}]"
vīdaēuuahe,vīdaēuuahe,0,,,,"[{'id': 'Y1.14a', 'index': 7}]"
dātahe,dātahe,0,,,,"[{'id': 'Y1.14a', 'index': 8}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,,,,"[{'id': 'Y1.14a', 'index': 9}]"
darəγaiiā̊,darəγaiiā̊,0,,,,"[{'id': 'Y1.14a', 'index': 10}]"
upaiianaiiā̊,upaiianaiiā̊,0,,,,"[{'id': 'Y1.14a', 'index': 11}, {'id': 'Y1.14a', 'index': 12}]"
daēnaiiā̊,daēnaiiā̊,0,,,,"[{'id': 'Y1.14a', 'index': 13}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,,,,"[{'id': 'Y1.14a', 'index': 14}]"
māzdaiiasnōš,māzdaiiasnōiš,1,ō to ōi,,False,"[{'id': 'Y1.14a', 'index': 15}, {'id': 'Y1.14a', 'index': 16}, {'id': 'Y1.14a', 'index': 17}]"
ńiuuaēδaiiemi,ńiuuaēδaiiemi,0,,,,"[{'id': 'Y1.14a', 'index': 18}, {'id': 'Y1.15a', 'index': 0}]"
haṇkāraiiemi,haṇkāraiiemi,0,,,,"[{'id': 'Y1.15a', 'index': 1}]"
ušidarənahe,ušidarənahe,0,,,,"[{'id': 'Y1.15a', 'index': 3}]"
mazdaδātahe,mazdaδātahe,1,,,,"[{'id': 'Y1.15a', 'index': 4}]"
vīspaēšąmca,vīspaēšąmca,0,,,,"[{'id': 'Y1.15a', 'index': 6}]"
aṣ̌axᵛāϑranąm,aṣ̌axᵛāϑranąm,0,,,,"[{'id': 'Y1.15a', 'index': 7}, {'id': 'Y1.15a', 'index': 8}]"
pouruxᵛāϑranąm,pouruxᵛāϑranąm,0,,,,"[{'id': 'Y1.15a', 'index': 9}]"
mazdaδātanąm,mazdaδātanąm,0,,,,"[{'id': 'Y1.15a', 'index': 10}]"
kāuuaiieheca,kāuuaiieheca,0,,,,"[{'id': 'Y1.15a', 'index': 11}]"
xᵛarənaŋᵛhō,xᵛarənaŋhō,1,ŋᵛ to ŋ,,False,"[{'id': 'Y1.15a', 'index': 12}]"
